Row.names	RH_CT_Ext_Ctrl1	RH_CT_Ext_Ctrl2	RH_CT_Ext_Ctrl3	RH_CT_Ext_Ctrl4	RH_CT_Ext_BM1	RH_CT_Ext_BM2	RH_CT_Ext_BM3	RH_CT_Ext_BM4	logFC	logCPM	LR	PValue	FDR	rownames(sub_RH)	phylum	class	order	family	genus	species	its2_tax_heat	Ext_Ctrl	Ext_Ctrl.std	Ext_BM
107	SH1098776.09FU_Pleosporales_gen_Incertae_sedis	0.00248552183530932	0.000918636376163223	0	0	0.0211720867208672	0.00523724730281764	0.00499670217656347	0.0221216691804927	3.93620151465962	6.53359406859775	7.55319566384892	0.00599037476032192	0.0266741215742636	SH1098776.09FU_Pleosporales_gen_Incertae_sedis	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp	SH1098776.09FU_Pleosporales_gen_Incertae_sedis	0.000851039552868137	0.00117255252948794	0.0133819263451853
108	SH1112870.09FU_Basidiomycota_gen_Incertae_sedis	0.000828507278436441	0.00275590912848967	0.000792707094728498	0.000797098561237097	0.011644647696477	0.019901539750707	0.00699538304718886	0.0201106083459025	3.59587306114634	6.66134833286005	9.18636498540954	0.00243824631267756	0.0131144564354573	SH1112870.09FU_Basidiomycota_gen_Incertae_sedis	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp	SH1112870.09FU_Basidiomycota_gen_Incertae_sedis	0.00129355551572293	0.000975032751628575	0.0146630447100688
109	SH1120928.09FU_Chrysozymaceae_gen_Incertae_sedis	0.0306547693021483	0	0.012683313515656	0.00637678848989678	0.00105860433604336	0	0	0	-4.95815957316593	6.38939119248003	7.02566313350089	0.00803497104846559	0.0330741831529863	SH1120928.09FU_Chrysozymaceae_gen_Incertae_sedis	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Chrysozymaceae_gen_Incertae_sedis	s__Chrysozymaceae_sp	SH1120928.09FU_Chrysozymaceae_gen_Incertae_sedis	0.0124287178269253	0.0132079855499608	0.00026465108401084
110	SH1121519.09FU_Spizellomycetales_gen_Incertae_sedis	0	0	0	0	0.0052930216802168	0.0136168429873259	0.00399736174125077	0.00603318250377074	6.14187537429305	5.83136571341852	12.7075291835485	0.00036418629561822	0.00277251502470645	SH1121519.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1121519.09FU_Spizellomycetales_gen_Incertae_sedis	0	0	0.00723510222814104
111	SH1127107.09FU_Penicillium	0.0182271601256017	0.0275590912848967	0.0285374554102259	0.0103622812960823	0.064574864498645	0.228343982402849	0.128914916155337	0.100553041729512	2.79686622338496	9.68573224672327	10.3619242841018	0.00128641043705609	0.00778443238833942	SH1127107.09FU_Penicillium	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_aethiopicum	SH1127107.09FU_Penicillium	0.0211714970292016	0.00857451588163799	0.130596701196586
112	SH1136656.09FU_Panaeolus	0.00745656550592797	0.000918636376163223	0.001585414189457	0.00717388705113387	0.0825711382113821	0.0335183827380329	0.538644494633542	0.473604826546003	5.99233606312138	10.4505768415162	26.426148969832	2.73808562946902e-07	1.03672246639907e-05	SH1136656.09FU_Panaeolus	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	s__Panaeolus_sp	SH1136656.09FU_Panaeolus	0.00428362578067052	0.00351305452064452	0.28208471053224
113	SH1144707.09FU_Lobulomycetales_gen_Incertae_sedis	0	0	0	0	0.00635162601626016	0.00418979784225411	0.00499670217656347	0	5.31541858992576	5.3046670871775	7.9824411887829	0.00472332071181098	0.0221843378373919	SH1144707.09FU_Lobulomycetales_gen_Incertae_sedis	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp	SH1144707.09FU_Lobulomycetales_gen_Incertae_sedis	0	0	0.00388453150876944
114	SH1147149.09FU_Fungi_gen_Incertae_sedis	0	0	0	0	0.00105860433604336	0.00209489892112706	0.0329782343653189	0.0774258421317245	7.84466077402181	7.21189422767529	17.0570605836877	3.62732559388162e-05	0.000484178366095147	SH1147149.09FU_Fungi_gen_Incertae_sedis	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp	SH1147149.09FU_Fungi_gen_Incertae_sedis	0	0	0.0283893949385534
115	SH1147774.09FU_Spizellomyces	0.000828507278436441	0	0	0	0.440379403794038	0.00942704514507175	0.00399736174125077	0.00100553041729512	8.80298212118743	9.51002311470626	19.4386424366149	1.03883751709367e-05	0.000171045805140073	SH1147774.09FU_Spizellomyces	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp	SH1147774.09FU_Spizellomyces	0.00020712681960911	0.000414253639218221	0.113702335274414
116	SH1159825.09FU_Basidiomycota_gen_Incertae_sedis	0.0115991018981102	0.0128609092662851	0.00871977804201348	0.041449125184329	0	0	0	0	-7.26390214341034	6.7321767931602	16.3758462380733	5.19429534884088e-05	0.000623315441860906	SH1159825.09FU_Basidiomycota_gen_Incertae_sedis	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp	SH1159825.09FU_Basidiomycota_gen_Incertae_sedis	0.0186572285976845	0.0152931133069922	0
117	SH1165032.09FU_Spizellomyces	0	0	0	0	0	0.0230438881323976	0.00499670217656347	0.0231271995977878	6.85274029980939	6.36926221287986	11.7616105132795	0.000604648867684754	0.00413808125005458	SH1165032.09FU_Spizellomyces	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp	SH1165032.09FU_Spizellomyces	0	0	0.0127919474766872
118	SH1167413.09FU_Entoloma	0.00828507278436441	0.00183727275232645	0.1585414189457	0.223984695707624	0	0	0	0.00201106083459025	-7.27363653233567	8.9361717184167	18.6813421049963	1.54486786919368e-05	0.000232716266253005	SH1167413.09FU_Entoloma	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	s__Entoloma_sp	SH1167413.09FU_Entoloma	0.0981621150475037	0.110805144453923	0.000502765208647562
119	SH1175445.09FU_Syncephalis	0.00248552183530932	0.000918636376163223	0.00317082837891399	0.00159419712247419	0.0169376693766938	0.0146642924478894	0.012991425659065	0.0221216691804927	3.07124409634702	6.85377931449748	8.02902832202089	0.00460335283549037	0.022021444645454	SH1175445.09FU_Syncephalis	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	s__Syncephalis_sp	SH1175445.09FU_Syncephalis	0.00204229592821518	0.000988844110670601	0.0166787641660352
120	SH1175446.09FU_Syncephalis	0	0	0	0	0	0.00314234838169058	0.000999340435312694	0.00904977375565611	4.85472291645133	5.07894157091049	6.66715616300881	0.00982057679444684	0.0397312478312478	SH1175446.09FU_Syncephalis	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	s__Syncephalis_sp	SH1175446.09FU_Syncephalis	0	0	0.00329786564316485
121	SH1177238.09FU_Hypocreales_gen_Incertae_sedis	1.36123745847107	0.508924552394426	0.916369401506143	0.585867442509266	0.00317581300813008	0.00942704514507175	0.0119920852237523	0.0130718954248366	-6.40520074868896	12.0401461949807	61.0384493353387	5.59709431562322e-15	9.90685693865311e-13	SH1177238.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH1177238.09FU_Hypocreales_gen_Incertae_sedis	0.843099713720227	0.388019178857271	0.00941670970044769
122	SH1182665.09FU_Conocybe	0	0.00734909100930579	1.00435988902101	0.0175361683472161	0	0.00104744946056353	0.000999340435312694	0	-8.61791229291154	10.370827605019	17.2879566309438	3.21216270859622e-05	0.000441820080150034	SH1182665.09FU_Conocybe	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_velutipes	SH1182665.09FU_Conocybe	0.257311287094382	0.498084303155126	0.000511697473969055
123	SH1182675.09FU_Conocybe	0	0	0	0	0.00105860433604336	0.00418979784225411	0.0109927447884396	0.0110608345902464	5.91099606819	5.68293279590002	11.3221428200771	0.000765882806600546	0.00492950024611988	SH1182675.09FU_Conocybe	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_nigrescens	SH1182675.09FU_Conocybe	0	0	0.00682549538924586
124	SH1182695.09FU_Bolbitiaceae_gen_Incertae_sedis	1.35460940024358	0.00275590912848967	0.0975029726516052	0.0892750388585549	0.00317581300813008	0.0188540902901435	0.00799472348250155	0.00201106083459025	-5.4685173081478	11.0074820898271	15.4906898668356	8.29126289008521e-05	0.000903109865566205	SH1182695.09FU_Bolbitiaceae_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitiaceae_gen_Incertae_sedis	s__Bolbitiaceae_sp	SH1182695.09FU_Bolbitiaceae_gen_Incertae_sedis	0.386035830220558	0.647136367814954	0.00800892190384134
125	SH1197727.09FU_Spizellomycetales_gen_Incertae_sedis	0	0.00183727275232645	0	0	0	0.0282811354352153	0	0.0583207642031171	5.38336109479413	6.96357877312478	7.12916949489838	0.00758398472117029	0.0315850657799328	SH1197727.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1197727.09FU_Spizellomycetales_gen_Incertae_sedis	0.000459318188081612	0.000918636376163223	0.0216504749095831
126	SH1201950.09FU_Spizellomycetales_gen_Incertae_sedis	0	0	0	0	0.0285823170731707	0.00837959568450822	0	0.00904977375565611	6.88683236374702	6.38414462078001	11.7852924473151	0.000597005128650181	0.00413808125005458	SH1201950.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1201950.09FU_Spizellomycetales_gen_Incertae_sedis	0	0	0.0115029216283338
127	SH1202554.09FU_Ascomycota_gen_Incertae_sedis	0.0463964075924407	0.016535454770938	0.0681728101466508	0.032681041010721	0	0	0.00599604261187616	0.00904977375565611	-3.45332124975322	7.89605970139163	8.27879454420306	0.00401107493489056	0.01945096612262	SH1202554.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1202554.09FU_Ascomycota_gen_Incertae_sedis	0.0409464283801876	0.021872283819376	0.00376145409188307
128	SH1204983.09FU_Microascaceae_gen_Incertae_sedis	0.0538529730983687	0.0468504551843244	0.0261593341260404	0.0717388705113387	0.00105860433604336	0.00104744946056353	0.00199868087062539	0.00502765208647562	-4.28430140407009	8.05095916833961	16.5130449671811	4.83165093047499e-05	0.000589794630823499	SH1204983.09FU_Microascaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascaceae_gen_Incertae_sedis	s__Microascaceae_sp	SH1204983.09FU_Microascaceae_gen_Incertae_sedis	0.0496504082300181	0.0188434959339881	0.00228309668842697
129	SH1205584.09FU_Spizellomycetales_gen_Incertae_sedis	0.000828507278436441	0	0.000792707094728498	0	0.0370511517615176	0.0272336859746517	0.00899406391781424	0.0372046254399196	5.85935794707438	7.39875679159973	19.3573693384875	1.08400106795205e-05	0.000174425626388647	SH1205584.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1205584.09FU_Spizellomycetales_gen_Incertae_sedis	0.000405303593291235	0.000468232434273089	0.0276208817734758
130	SH1207557.09FU_Psathyrella	0	0.00367454550465289	0.0340864050733254	0.0111593798573194	0	0	0	0	-6.72824563912183	6.30392032797449	9.59477960811659	0.0019513134421444	0.0108781883231357	SH1207557.09FU_Psathyrella	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	s__Psathyrella_panaeoloides	SH1207557.09FU_Psathyrella	0.0122300826088244	0.0152928891080556	0
131	SH1207704.09FU_Agaricales_gen_Incertae_sedis	0	0	0	0	0.00105860433604336	0.00104744946056353	0.0649571282953251	0.0100553041729512	7.38544383485962	6.81203712534293	13.7047833113223	0.000213908974665165	0.00184692139101142	SH1207704.09FU_Agaricales_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp	SH1207704.09FU_Agaricales_gen_Incertae_sedis	0	0	0.0192796215662208
132	SH1208865.09FU_Agaricales_gen_Incertae_sedis	0	0	0	0.000797098561237097	0.00105860433604336	0.00314234838169058	0.228848959686607	0.318753142282554	8.70678723972517	9.35676883712858	22.873276831672	1.73040985846516e-06	3.60332405821568e-05	SH1208865.09FU_Agaricales_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp	SH1208865.09FU_Agaricales_gen_Incertae_sedis	0.000199274640309274	0.000398549280618548	0.137950763671724
133	SH1208887.09FU_Conocybe	0.00165701455687288	0.00367454550465289	0.00237812128418549	0.00717388705113387	0.13867716802168	0.589714046297266	0.405732216736954	0.680744092508798	7.01752399505055	11.205162219475	53.9783757466413	2.02708298905063e-13	2.87034951249569e-11	SH1208887.09FU_Conocybe	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_semiglobata	SH1208887.09FU_Conocybe	0.00372089209921129	0.00244866944252614	0.453716880891175
134	SH1208952.09FU_Conocybe	0	0.00459318188081612	0.000792707094728498	0.00239129568371129	0.00846883468834688	0.0817010579239552	0.084943937001579	0.458521870286576	6.31802234675544	9.57867658208816	23.4513879770128	1.28110262034545e-06	2.8344395475143e-05	SH1208952.09FU_Conocybe	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_subpubescens	SH1208952.09FU_Conocybe	0.00194429616481398	0.00202672552566821	0.158408924975114
135	SH1211556.09FU_Spizellomycetales_gen_Incertae_sedis	0.00165701455687288	0	0	0	0.100567411924119	0.0398030795014141	0.0179881278356285	0.0663650075414781	6.89578929169636	8.36533579889548	25.3552476018789	4.76853393103094e-07	1.53460091962268e-05	SH1211556.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1211556.09FU_Spizellomycetales_gen_Incertae_sedis	0.000414253639218221	0.000828507278436441	0.05618090670066
136	SH1212956.09FU_Suillus	0	0	0	0	0	0.00104744946056353	0.00399736174125077	0.00402212166918049	4.35799720691924	4.85804648330596	6.41723616305282	0.0113017919725608	0.044702059869123	SH1212956.09FU_Suillus	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	s__Suillus_granulatus	SH1212956.09FU_Suillus	0	0	0.0022667332177487
137	SH1213190.09FU_Parasola	0.000828507278436441	0.225984548536153	0	0.00239129568371129	0	0	0	0	-8.74816566935928	8.0437265628783	13.7880283915152	0.000204636057826808	0.00181102911176725	SH1213190.09FU_Parasola	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	s__Parasola_sp	SH1213190.09FU_Parasola	0.0573010878745752	0.112460010981692	0
138	SH1213205.09FU_Parasola	0	0.0358268186703657	0.0348791121680539	0	0	0.00104744946056353	0	0	-5.36243910807772	6.6880463798471	6.39160788902154	0.0114661121886427	0.044806691593709	SH1213205.09FU_Parasola	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	s__Parasola_leiocephala	SH1213205.09FU_Parasola	0.0176764827096049	0.0204147106905707	0.000261862365140882
139	SH1223269.09FU_Olpidiaster	0	0	0.00317082837891399	0.000797098561237097	0.0137618563685637	0.00837959568450822	0.171886554873783	0.0522875816993464	5.78861591075841	8.34873757537077	16.8974359526881	3.94548424931828e-05	0.000507891427003154	SH1223269.09FU_Olpidiaster	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidiaster	s__Olpidiaster_brassicae	SH1223269.09FU_Olpidiaster	0.000991981735037772	0.0015003785826982	0.0615788971565504
140	SH1227872.09FU_Penicillium	0.000828507278436441	0	0	0	0.00105860433604336	0.00942704514507175	0.0219854895768793	0.016088486676722	5.26005165448014	6.30510171106034	10.4642257006068	0.00121708550417741	0.00749301336484874	SH1227872.09FU_Penicillium	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_sp	SH1227872.09FU_Penicillium	0.00020712681960911	0.000414253639218221	0.0121399064336791
141	SH1227959.09FU_Penicillium	0.00248552183530932	0.000918636376163223	0	0	0.00846883468834688	0.0272336859746517	0.00999340435312694	0.0110608345902464	4.06001407020408	6.62781269349441	8.69296026441473	0.00319441391148335	0.0159270778121846	SH1227959.09FU_Penicillium	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_virgatum	SH1227959.09FU_Penicillium	0.000851039552868137	0.00117255252948794	0.014189189901593
142	SH1230595.09FU_Leucoagaricus	0.0894787860711356	0.207611821012888	0.001585414189457	0.00159419712247419	0	0	0	0	-9.23000606980443	8.49538924117953	20.32738169684	6.52599560549116e-06	0.000112692802163116	SH1230595.09FU_Leucoagaricus	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	s__Leucoagaricus_leucothites	SH1230595.09FU_Leucoagaricus	0.0750675545989888	0.0975937589701658	0
143	SH1241535.09FU_Apodus	0.000828507278436441	0	0.000792707094728498	0	0.00105860433604336	0.019901539750707	0.00599604261187616	0.00804424333836098	4.19234496871186	6.05325614513891	7.66287424035404	0.00563686340631993	0.0254197407113026	SH1241535.09FU_Apodus	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	s__Apodus_deciduus	SH1241535.09FU_Apodus	0.000405303593291235	0.000468232434273089	0.00875010750924688
144	SH1252379.09FU_Endogonomycetes_gen_Incertae_sedis	0.00248552183530932	0.00183727275232645	0.00951248513674197	0.00797098561237097	0	0	0	0	-5.56174246621034	5.49959848873733	9.16453819972543	0.00246749893673373	0.0131352574978006	SH1252379.09FU_Endogonomycetes_gen_Incertae_sedis	Mucoromycota	Endogonomycetes	Endogonomycetes_ord_Incertae_sedis	Endogonomycetes_fam_Incertae_sedis	Endogonomycetes_gen_Incertae_sedis	s__Endogonomycetes_sp	SH1252379.09FU_Endogonomycetes_gen_Incertae_sedis	0.00545156633418718	0.00386001179123547	0
145	SH1255315.09FU_Udeniozyma	0.0679375968317882	0.107480456011097	0.0554894966309948	0.0868837431748436	0.0127032520325203	0.00209489892112706	0.012991425659065	0.00603318250377074	-3.01562779024043	8.7710074195898	10.110518672731	0.00147425467612506	0.00884552805675034	SH1255315.09FU_Udeniozyma	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Udeniozyma	s__Udeniozyma_sp	SH1255315.09FU_Udeniozyma	0.0794478231621809	0.022712758024428	0.00845568977912078
146	SH1255331.09FU_Rhodotorula	0.000828507278436441	0	0	0	0.0465785907859079	0.0146642924478894	0.02598285131813	0.0553041729512318	6.89024956713927	7.68130119609691	23.7360488407822	1.10493408872699e-06	2.52352688651197e-05	SH1255331.09FU_Rhodotorula	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	s__Rhodotorula_sp	SH1255331.09FU_Rhodotorula	0.00020712681960911	0.000414253639218221	0.0356324768757898
147	SH1259481.09FU_Sistotrema	0	0.00183727275232645	0.000792707094728498	0	0.00105860433604336	0.00104744946056353	0.323786301041313	0.00201106083459025	6.8443159732626	8.73526788201897	12.6785393451523	0.000369876400034269	0.00278587756621556	SH1259481.09FU_Sistotrema	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	s__Sistotrema_sp	SH1259481.09FU_Sistotrema	0.000657494961763736	0.000870776895554635	0.0819758539181275
148	SH1265448.09FU_Akenomyces	0.00331402911374576	0.0137795456424484	0.0325009908838684	0.00797098561237097	0	0	0	0	-6.93775822141558	6.46693874823703	13.3974816790146	0.000251962354927702	0.00194053459552143	SH1265448.09FU_Akenomyces	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Akenomyces	s__Akenomyces_costatus	SH1265448.09FU_Akenomyces	0.0143913878131084	0.0128096514966367	0
149	SH1274846.09FU_Funneliformis	0	0	0	0	0.0052930216802168	0.00733214622394469	0.00299802130593808	0.0472599296128708	7.04480242150485	6.52830776368141	14.6451883990826	0.000129765494704189	0.00127602736459119	SH1274846.09FU_Funneliformis	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp	SH1274846.09FU_Funneliformis	0	0	0.0157207797057426
150	SH1275058.09FU_Funneliformis	0	0.000918636376163223	0	0	0.00635162601626016	0.0115219440661988	0.038974276977195	0.0170940170940171	5.924790062868	6.81035711773524	15.6591675678676	7.58440332619281e-05	0.000852342469038811	SH1275058.09FU_Funneliformis	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_mosseae	SH1275058.09FU_Funneliformis	0.000229659094040806	0.000459318188081612	0.0184854660384178
151	SH1276871.09FU_Mortierella	0.000828507278436441	0.0376640914226922	0.00713436385255648	0.0342752381331952	0	0	0	0	-7.29984632415284	6.76257648628298	14.1209504034898	0.000171423861973254	0.00155689715865487	SH1276871.09FU_Mortierella	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp	SH1276871.09FU_Mortierella	0.0199755501717201	0.0186982252725013	0
152	SH1278544.09FU_Marquandomyces	0.0140846237334195	0.0257218185325703	0.0134760206103845	0.00557968992865968	0.124915311653117	0.247198072692993	0.230847640557232	0.0985419808949221	3.77255632604785	10.0193197123554	16.7298464232276	4.30976294938898e-05	0.000535317924239895	SH1278544.09FU_Marquandomyces	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	s__Marquandomyces_marquandii	SH1278544.09FU_Marquandomyces	0.0147155382012585	0.00829731658058157	0.175375751449566
153	SH1278550.09FU_Marquandomyces	1.49545563757778	1.52034320255013	1.4213238208482	1.89151488581563	4.35827405149051	9.79574735519011	6.00603601622929	4.45550527903469	2.15597206436428	15.3247432135635	41.359751791339	1.26638124636774e-10	1.02804917134904e-08	SH1278550.09FU_Marquandomyces	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	s__Marquandomyces_marquandii	SH1278550.09FU_Marquandomyces	1.58215938669793	0.210481736983403	6.15389067548615
154	SH1278556.09FU_Ascomycota_gen_Incertae_sedis	0.00662805822749153	0.00367454550465289	0.0372572334522394	0.00159419712247419	0.159849254742547	0.164449565308474	0.148901724861591	0.100553041729512	3.6626439720869	9.75604839819614	11.8146342226365	0.000587669764111598	0.00413808125005458	SH1278556.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1278556.09FU_Ascomycota_gen_Incertae_sedis	0.0122885085767145	0.0167734569817198	0.143438396660531
155	SH1278970.09FU_Murispora	0.00828507278436441	0.0174540911471012	0.011097899326199	0.016739069785979	0.123856707317073	0.105792395516916	0.240841044910359	0.416289592760181	4.1271354928041	10.2062748369214	21.5016377018448	3.5352661648477e-06	6.76477958030316e-05	SH1278970.09FU_Murispora	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Murispora	s__Murispora_sp	SH1278970.09FU_Murispora	0.0133940332609109	0.00443647936958673	0.221694935126132
156	SH1281039.09FU_Marchandiobasidium	0	0	0	0	0	0.00104744946056353	0.0309795534946935	0.0100553041729512	6.50036483152343	6.1052491478518	9.61167264763575	0.00193344458280494	0.0108781883231357	SH1281039.09FU_Marchandiobasidium	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Marchandiobasidium	s__Marchandiobasidium_sp	SH1281039.09FU_Marchandiobasidium	0	0	0.0105205767820521
157	SH1290607.09FU_Monosporascus	4.22870114913959	0.842389556941676	0.298057867617915	0.26623091945319	0.0666920731707317	0.0523724730281764	0.237843023604421	0.0613373554550025	-3.70674941621799	12.9020682180979	17.8276965451157	2.4183729294209e-05	0.000342441606806	SH1290607.09FU_Monosporascus	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	s__Monosporascus_sp	SH1290607.09FU_Monosporascus	1.40884487328809	1.89840946244834	0.104561231314583
158	SH1291720.09FU_Ascomycota_gen_Incertae_sedis	0.0124276091765466	0.033070909541876	0.00634165675782798	0.00398549280618548	0.00105860433604336	0.00104744946056353	0	0	-4.20474309018446	6.42923076348512	7.97934514500684	0.00473140538622342	0.0221843378373919	SH1291720.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1291720.09FU_Ascomycota_gen_Incertae_sedis	0.013956417070609	0.013230079129507	0.000526513449151722
159	SH1292559.09FU_Rhizophydiaceae_gen_Incertae_sedis	0.00248552183530932	0.00275590912848967	0.001585414189457	0.00318839424494839	0.00952743902439024	0.00628469676338117	0.035976255671257	0.0251382604323781	2.96935649388697	6.9736058810303	7.32230124094164	0.00681041523119122	0.0288728981058885	SH1292559.09FU_Rhizophydiaceae_gen_Incertae_sedis	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydiaceae_gen_Incertae_sedis	s__Rhizophydiaceae_sp	SH1292559.09FU_Rhizophydiaceae_gen_Incertae_sedis	0.00250380984955109	0.000677248078822773	0.0192316629728516
160	SH1294067.09FU_Kendrickiella	0.000828507278436441	0.000918636376163223	0	0.00159419712247419	0.011644647696477	0.00942704514507175	0.00199868087062539	0.0150829562594268	3.52674601771442	6.17386094210964	6.85990962120592	0.00881510076134783	0.0360756724799668	SH1294067.09FU_Kendrickiella	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Kendrickiella	s__Kendrickiella_phycomyces	SH1294067.09FU_Kendrickiella	0.000835335194268465	0.000653361058987378	0.00953833249290024
